Sensor 1
1	24,25
2	23,75
3	23,75
4	24
5	24
6	24,25
7	23,5
8	24,25
9	23,75
10	24
11	24
12	23,75
13	24,25
14	24,25
15	24,25
16	23,75
17	24
18	23,5
19	24,25
20	24
21	24,25
22	24,25
23	23,75
24	24
25	24
26	23,5
27	23,75
28	23,5
29	24
30	24
31	23,75
