Sensor 2
8	23,63
8,8	23,63
9,6	23,63
10,4	23,61
11,2	23,62
12	23,63
12,8	23,62
13,6	23,62
14,4	23,61
15,2	23,63
16	23,62
16,8	23,63
17,6	23,62
18,4	23,61
19,2	23,62
20	23,63
20,8	23,63
21,6	23,62
22,4	23,63
23,2	23,63
23,99999	23,63
24,79999	23,63
25,59999	23,64
26,39999	23,63
27,19999	23,63
27,99999	23,62
28,79999	23,61
29,59999	23,62
