0.8510000,0.11091
0.8850000,0.11091
0.9180000,0.11078
0.9520000,0.10611
0.9860000,0.16048
1.0219999,0.18552
1.0559999,0.18650
1.0870000,0.11066
1.1219999,0.11100
1.1560000,0.11096
1.1909999,0.11336
1.2250000,0.11340
1.2580000,0.11186
1.2920000,0.11186
1.3259999,0.11666
1.3609999,0.12180
1.3949999,0.11186
1.4279999,0.11194
1.4619999,0.11186
1.4960000,0.11241
1.5310000,0.11250
1.5650000,0.11254
1.5970000,0.10860
1.6319999,0.11306
1.6649999,0.10890
1.7020000,0.21806
1.7350000,0.11426
1.7680000,0.11216
1.8020000,0.11486
1.8359999,0.11674
1.8710000,0.11494
1.9060000,0.11490
1.9379999,0.11520
1.9720000,0.11490
2.0060000,0.11035
2.0409998,0.11426
2.0750000,0.16254
2.1080000,0.12635
2.1419999,0.11494
2.1760001,0.11494
2.2109999,0.11490
2.2439999,0.11486
2.2780001,0.11490
2.3120000,0.11477
2.3459999,0.11494
2.3810000,0.11490
2.4140000,0.11426
2.4570000,0.89439
2.4809999,0.10945
2.5169999,0.16459
2.5510001,0.11490
2.5840001,0.11091
2.6180000,0.11974
2.6519999,0.11546
2.6860001,0.11923
2.7209999,0.11623
2.7539999,0.11730
2.7880001,0.11306
2.8220000,0.11786
2.8570001,0.11786
2.8920000,0.16614
2.9250000,0.11846
2.9590001,0.11426
2.9930000,0.12300
3.0280001,0.12300
3.0629999,0.12223
3.0959999,0.11906
3.1300001,0.12300
3.1649999,0.16459
3.1979999,0.11854
3.2330000,0.17047
3.2660000,0.16614
3.2999999,0.11842
3.3340001,0.12330
3.3689999,0.12961
3.4040000,0.12249
3.4370000,0.12026
3.4709999,0.12472
3.5050001,0.13458
3.5409998,0.14650
3.5759999,0.17278
3.6110000,0.19885
3.6449999,0.23791
3.6800000,0.28070
3.7160000,0.33533
3.7530000,0.39450
3.7890000,0.46859
3.8250000,0.53204
3.8590000,0.59074
3.8970001,0.67216
3.9289999,0.68584
3.9630001,0.62221
3.9990000,0.67868
4.0300002,0.58075
4.0650000,0.62406
4.1009998,0.66265
4.1339998,0.60253
4.1710000,0.69733
4.2020001,0.63623
4.2369999,0.65793
4.2719998,0.68348
4.3070001,0.69510
4.3410000,0.69480
4.3740000,0.69712
4.4060001,0.63692
4.4439997,0.69317
4.4780001,0.69502
4.5120000,0.69450
4.5450000,0.69515
4.5799999,0.69853
4.6149997,0.69669
4.6490001,0.69931
4.6830000,0.69673
4.7160000,0.69026
4.7490000,0.69433
4.7849998,0.69755
4.8179998,0.69605
4.8520002,0.69789
4.8850002,0.68173
4.9200000,0.69656
4.9549999,0.69287
4.9899997,0.69836
5.0229997,0.69579
5.0560002,0.69510
5.0920000,0.69832
5.1269998,0.69223
5.1599998,0.67770
5.1950001,0.69759
5.2270002,0.69901
5.2610001,0.69789
5.2969999,0.69497
5.3309998,0.69931
5.3639998,0.67735
5.3979997,0.69858
5.4320001,0.69690
5.4679999,0.70072
5.5009999,0.69575
5.5359997,0.69862
5.5689997,0.69828
5.6040000,0.69708
