1.3519999,0.65131
1.3860000,0.64491
1.4190000,0.62779
1.4550000,0.64882
1.4889999,0.63156
1.5230000,0.64714
1.5559999,0.64264
1.5909999,0.67826
1.6260000,0.64792
1.6599999,0.62959
1.6940000,0.65350
1.7269999,0.63191
1.7610000,0.64805
1.7960000,0.61380
1.8329999,0.68431
1.8670000,0.68285
1.8909999,0.49371
1.9199999,0.20728
1.9550000,0.19424
1.9880000,0.19475
2.0220000,0.20346
2.0559999,0.20668
2.0910000,0.20981
2.1259999,0.20891
2.1600000,0.21093
2.1930000,0.20977
2.2269999,0.20218
2.2620000,0.19874
2.2969999,0.19836
2.3310000,0.19943
2.3640000,0.19252
2.3980000,0.19625
2.4319999,0.19801
2.4670000,0.20338
2.5000000,0.20943
2.5339999,0.20690
2.5680000,0.20509
2.6029999,0.20299
2.6380000,0.19896
2.6719999,0.19857
2.7049999,0.18848
2.7379999,0.17733
2.7730000,0.17398
2.8080000,0.16664
2.8410000,0.16887
2.8750000,0.16552
2.9089999,0.16484
2.9430000,0.17119
2.9779998,0.17329
3.0109999,0.16488
3.0450000,0.16595
3.0789999,0.16698
3.1140000,0.17110
3.1489999,0.17436
3.1819999,0.16218
3.2160000,0.16110
3.2500000,0.16698
3.2850000,0.16475
3.3199999,0.16471
3.3529999,0.16698
3.3870000,0.16595
3.4210000,0.16282
3.4549999,0.16964
3.4900000,0.16763
3.5230000,0.16767
3.5569999,0.16952
3.5910000,0.17179
3.6259999,0.17175
3.6610000,0.16844
3.6940000,0.17076
3.7279999,0.17175
3.7620000,0.16698
3.7969999,0.17007
3.8319999,0.17591
3.8649999,0.17175
3.8989999,0.17767
3.9330000,0.17316
3.9670000,0.17179
4.0019998,0.17239
4.0349998,0.17505
4.0689997,0.17359
4.1030001,0.17797
4.1380000,0.17539
4.1739997,0.18020
4.2059998,0.17848
4.2410001,0.18977
4.2750000,0.18475
4.3099999,0.18479
4.3449997,0.18986
4.3790001,0.18303
4.4120001,0.18913
4.4460000,0.19291
4.4800000,0.20093
4.5149998,0.19600
4.5479998,0.18917
4.5819997,0.18780
4.6160001,0.18784
4.6510000,0.18853
4.6859998,0.18754
4.7199997,0.18956
4.7529997,0.18544
4.7870001,0.18587
4.8220000,0.18295
4.8569998,0.18432
4.8909997,0.19046
4.9239997,0.18552
4.9580001,0.18291
4.9920001,0.18939
5.0269999,0.19394
5.0619997,0.24797
5.0949997,0.25707
5.1279997,0.24462
5.1649999,0.29157
5.1999998,0.30458
5.2340002,0.30286
5.2649998,0.19977
5.2989997,0.19969
5.3340001,0.19848
5.3689999,0.19664
5.4029998,0.19887
5.4359998,0.19376
5.4699997,0.19891
5.5040001,0.19484
5.5390000,0.19561
5.5720000,0.19170
5.6059999,0.19436
5.6399998,0.19634
5.6750001,0.18947
5.7100000,0.19239
5.7439999,0.19475
5.7769999,0.19733
5.8109998,0.19771
5.8460001,0.19891
5.8810000,0.19222
5.9149999,0.19222
5.9479999,0.19634
5.9819998,0.20269
6.0159997,0.18947
6.0510001,0.19359
6.0840001,0.19162
6.1180000,0.19110
6.1519999,0.19827
6.1869997,0.19763
6.2220001,0.19548
6.2569999,0.25479
6.2899999,0.25123
6.3229999,0.19548
6.3579998,0.19548
6.3930001,0.20029
6.4270000,0.20209
6.4600000,0.20780
6.4949998,0.22479
6.5300002,0.25230
6.5650000,0.28775
6.5999999,0.32226
6.6350002,0.38221
6.6710000,0.44324
6.7080001,0.51539
6.7449998,0.57646
6.7789998,0.60114
6.8140001,0.65114
6.8460001,0.62899
6.8819999,0.64822
6.9159998,0.62976
6.9530000,0.69830
6.9850001,0.69045
7.0180001,0.65298
7.0520000,0.63826
7.0859999,0.63285
7.1209998,0.63088
7.1539998,0.62453
7.1880002,0.63448
7.2220001,0.63084
7.2569999,0.62564
7.2909998,0.63693
7.3249998,0.64916
7.3590002,0.63594
7.3940000,0.64950
7.4279999,0.62646
7.4619998,0.63028
7.4970002,0.64980
7.5289998,0.64916
7.5630002,0.61830
7.5989999,0.62350
7.6329998,0.63264
7.6659998,0.61929
7.6999998,0.65272
7.7340002,0.62672
7.7690000,0.63251
7.8039999,0.64980
7.8369998,0.64822
7.8709998,0.62654
7.9050002,0.61938
7.9400000,0.62779
7.9749999,0.63483
8.0080003,0.62852
8.0410003,0.62530
8.0760002,0.63341
8.1099996,0.63586
8.1440000,0.63302
8.1780004,0.62324
8.2110004,0.62225
8.2460002,0.61719
8.2810001,0.62247
8.3159999,0.62242
8.3500003,0.64774
8.3830003,0.68491
8.4169998,0.62350
8.4530000,0.64706
8.4860000,0.62229
8.5200004,0.65414
8.5530004,0.62135
8.5869998,0.63062
8.6219997,0.62002
8.6560001,0.61822
8.6909999,0.62148
8.7229995,0.62041
8.7589998,0.63362
8.7930002,0.61938
8.8280000,0.64710
8.8610000,0.62139
8.8950004,0.62830
8.9289999,0.62350
8.9639997,0.63830
8.9980001,0.62204
